username;Data;stories
ocupa_politica;12/6/2018-8:48;0
agoramovimento;12/6/2018-8:48;6
as_muitas;12/6/2018-8:48;1
bancadaativista;12/6/2018-8:49;0
renovabr;12/6/2018-8:49;1
midianinja;12/6/2018-8:49;3
342artes;12/6/2018-8:49;0
movimentosemterra;12/6/2018-8:49;7
