username;Data;stories
ocupa_politica;7/6/2018-8:18;0
agoramovimento;7/6/2018-8:18;9
as_muitas;7/6/2018-8:18;0
bancadaativista;7/6/2018-8:18;0
renovabr;7/6/2018-8:18;0
midianinja;7/6/2018-8:18;0
342artes;7/6/2018-8:18;0
movimentosemterra;7/6/2018-8:18;1
