username;Data;stories
ocupa_politica;22/5/2018-8:33;0
agoramovimento;22/5/2018-8:33;1
as_muitas;22/5/2018-8:33;0
bancadaativista;22/5/2018-8:33;0
renovabr;22/5/2018-8:33;2
